Original_Row_Index,Inorganic phosphor,Host,1st dopant,Reference,MP-ID,ICSD-ID,CV_Fold,Emission max. (nm)
1373,Na0.5Gd0.25MoO4Eu0.25,Na0.5Gd0.25MoO4,Eu,https://doi.org/10.1016/j.jlumin.2016.07.045,,,9,615.0
1374,Ba2Y4.95B5O17Ce0.01,Ba2Y4.95B5O17,Ce,https://doi.org/10.1016/j.dyepig.2017.11.046,,,5,440.0
1375,NaCa0.99BO3Eu0.01,NaCa0.99BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,3,613.0
1376,NaCa0.97BO3Eu0.03,NaCa0.97BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,5,613.0
1377,NaCa0.95BO3Eu0.05,NaCa0.95BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,9,613.0
1378,NaCa0.93BO3Eu0.07,NaCa0.93BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,1,613.0
1379,NaCa0.91BO3Eu0.09,NaCa0.91BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,4,613.0
1380,NaCa0.89BO3Eu0.11,NaCa0.89BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,5,613.0
1381,NaCa0.87BO3Eu0.13,NaCa0.87BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,5,613.0
1382,NaCa0.85BO3Eu0.15,NaCa0.85BO3,Eu,https://doi.org/10.1016/j.ceramint.2014.06.034,,,3,613.0
1383,Sr9Sc0.6P7O28Eu0.4,Sr9Sc0.6P7O28,Eu,https://doi.org/10.1016/j.jallcom.2013.10.116,,,6,590.0
1384,Ca0.98SrAl2SiO7Eu0.02,Ca0.98SrAl2SiO7,Eu,https://doi.org/10.1016/j.physb.2012.04.001,,,8,617.0
1385,Ca0.94SrAl2SiO7Eu0.06,Ca0.94SrAl2SiO7,Eu,https://doi.org/10.1016/j.physb.2012.04.001,,,2,617.0
1386,Ca0.9SrAl2SiO7Eu0.1,Ca0.9SrAl2SiO7,Eu,https://doi.org/10.1016/j.physb.2012.04.001,,,1,617.0
1387,Ca0.86SrAl2SiO7Eu0.14,Ca0.86SrAl2SiO7,Eu,https://doi.org/10.1016/j.physb.2012.04.001,,,3,617.0
1388,Ca0.82SrAl2SiO7Eu0.18,Ca0.82SrAl2SiO7,Eu,https://doi.org/10.1016/j.physb.2012.04.001,,,8,617.0
1389,Ca0.78SrAl2SiO7Eu0.22,Ca0.78SrAl2SiO7,Eu,https://doi.org/10.1016/j.physb.2012.04.001,,,6,617.0
1390,NaCa0.995BO3Ce0.005,NaCa0.995BO3,Ce,https://doi.org/10.1016/j.jlumin.2014.01.012,,,10,427.0
1391,NaCa0.99BO3Ce0.01,NaCa0.99BO3,Ce,https://doi.org/10.1016/j.jlumin.2014.01.012,,,6,427.0
1392,NaCa0.98BO3Ce0.02,NaCa0.98BO3,Ce,https://doi.org/10.1016/j.jlumin.2014.01.012,,,8,427.0
1393,NaCa0.96BO3Ce0.04,NaCa0.96BO3,Ce,https://doi.org/10.1016/j.jlumin.2014.01.012,,,2,427.0
1394,NaCa0.95BO3Ce0.05,NaCa0.95BO3,Ce,https://doi.org/10.1016/j.jlumin.2014.01.012,,,2,427.0
1395,Li1.05Sr3.9B3O9Ce0.05,Li1.05Sr3.9B3O9,Ce,https://doi.org/10.1016/j.jallcom.2011.01.194,mp-554003, icsd-170861,4,427.0
1396,Na1.09Sr3.82B3O9Ce0.09,Na1.09Sr3.82B3O9,Ce,https://doi.org/10.1016/j.jallcom.2011.01.194,mp-560768, icsd-170862,8,420.0
1397,Li6Y0.15B3O9Eu0.85,Li6Y0.15B3O9,Eu,https://doi.org/10.1016/j.optmat.2011.03.002,mp-14704, icsd-184291 icsd-184285 icsd-184287 icsd-184286 icsd-184289 icsd-184283 icsd-184292 icsd-184284 icsd-184290 icsd-184288 icsd-68653,7,614.0
1398,CaBi1.83B2O7Eu0.17,CaBi1.83B2O7,Eu,https://doi.org/10.1016/j.ijleo.2016.01.155,mp-557371,,6,591.0
1399,Ba2YB2O6ClEu0.03,Ba2YB2O6Cl,Eu,https://doi.org/10.1021/ic200988w,mp-866310, icsd-262072,8,526.0
1400,Ba2GdB2O6ClEu0.03,Ba2GdB2O6Cl,Eu,https://doi.org/10.1021/ic200988w,mp-866304, icsd-262073,10,548.0
1401,Ba2LuB2O6ClEu0.03,Ba2LuB2O6Cl,Eu,https://doi.org/10.1021/ic200988w,mp-1228639,,5,511.0
1402,Lu1.88CaMg2Si3O12Ce0.12,Lu1.88CaMg2Si3O12,Ce,https://doi.org/10.1021/jp508409r,mp-1211091,,4,600.0
1403,Ca2La0.98Zr2Ga3O12Ce0.02,Ca2La0.98Zr2Ga3O12,Ce,https://doi.org/10.1021/jp508409r,,,6,515.0
1404,Ca2La0.94Zr2Ga3O12Ce0.06,Ca2La0.94Zr2Ga3O12,Ce,https://doi.org/10.1021/jp508409r,,,5,515.0
1405,Ca2La0.8Zr2Ga3O12Ce0.2,Ca2La0.8Zr2Ga3O12,Ce,https://doi.org/10.1021/jp508409r,,,6,515.0
1406,Li6Y0.95B3O9Eu0.05,Li6Y0.95B3O9,Eu,https://doi.org/10.1002/bio.3006,mp-14704, icsd-184291 icsd-184285 icsd-184287 icsd-184286 icsd-184289 icsd-184283 icsd-184292 icsd-184284 icsd-184290 icsd-184288 icsd-68653,1,614.0
1407,Li6Y0.9B3O9Eu0.1,Li6Y0.9B3O9,Eu,https://doi.org/10.1002/bio.3006,mp-14704, icsd-184291 icsd-184285 icsd-184287 icsd-184286 icsd-184289 icsd-184283 icsd-184292 icsd-184284 icsd-184290 icsd-184288 icsd-68653,8,614.0
1408,Li6Y0.8B3O9Eu0.2,Li6Y0.8B3O9,Eu,https://doi.org/10.1002/bio.3006,mp-14704, icsd-184291 icsd-184285 icsd-184287 icsd-184286 icsd-184289 icsd-184283 icsd-184292 icsd-184284 icsd-184290 icsd-184288 icsd-68653,10,614.0
1409,Li6Y0.5B3O9Eu0.5,Li6Y0.5B3O9,Eu,https://doi.org/10.1002/bio.3006,mp-14704, icsd-184291 icsd-184285 icsd-184287 icsd-184286 icsd-184289 icsd-184283 icsd-184292 icsd-184284 icsd-184290 icsd-184288 icsd-68653,9,614.0
1410,Li6B3O9Eu1,Li6B3O9,Eu,https://doi.org/10.1002/bio.3006,mp-14704, icsd-184291 icsd-184285 icsd-184287 icsd-184286 icsd-184289 icsd-184283 icsd-184292 icsd-184284 icsd-184290 icsd-184288 icsd-68653,4,614.0
1411,LiBa0.98BO3Eu0.02,LiBa0.98BO3,Eu,https://doi.org/10.1002/bio.3295,mp-6499, icsd-92843 icsd-73218,4,613.0
1412,LiBa0.975BO3Eu0.025,LiBa0.975BO3,Eu,https://doi.org/10.1002/bio.3295,mp-6499, icsd-92843 icsd-73218,4,613.0
1413,Ca9La0.9P7O28Eu0.1,Ca9La0.9P7O28,Eu,https://doi.org/10.1007/s00339-017-1226-5,,,3,615.0
1414,Ca9La0.7P7O28Eu0.3,Ca9La0.7P7O28,Eu,https://doi.org/10.1007/s00339-017-1226-5,,,2,615.0
1415,Ca9La0.4P7O28Eu0.6,Ca9La0.4P7O28,Eu,https://doi.org/10.1007/s00339-017-1226-5,,,10,615.0
1416,Ca9La0.1P7O28Eu0.9,Ca9La0.1P7O28,Eu,https://doi.org/10.1007/s00339-017-1226-5,,,9,615.0
1417,Ca9P7O28Eu1,Ca9P7O28,Eu,https://doi.org/10.1007/s00339-017-1226-5,,,8,615.0
1418,Y1.90O3Eu0.05,Y1.90O3,Eu,https://doi.org/10.1007/s00339-017-1226-5,"mp-2652,mp-558573,mp-754759,mp-775907,mp-775906,mp-13061,mp-777514,mp-1244949,mp-1245017,mp-1244888,mp-1245291,mp-1216050,mp-673247", icsd-290965 icsd-192862 icsd-181825 icsd-78581 icsd-27772 icsd-237970 icsd-186675 icsd-80033 icsd-66242 icsd-86813 icsd-85355 icsd-81861 icsd-41936 icsd-647653 icsd-86814 icsd-160890 icsd-193377 icsd-155173 icsd-290963 icsd-151761 icsd-181871 icsd-290961 icsd-26190 icsd-290960 icsd-193042 icsd-16394 icsd-66243 icsd-86817 icsd-184530 icsd-66730 icsd-193376 icsd-153500 icsd-77081 icsd-151760 icsd-290962 icsd-23811 icsd-185295 icsd-290964 icsd-41267 icsd-193374 icsd-193375 icsd-187274 icsd-82420 icsd-86815 icsd-181826 icsd-192863 icsd-160219 icsd-647650 icsd-160204 icsd-181827 icsd-192864,4,611.0
1419,NaSr0.99B5O9Eu0.01,NaSr0.99B5O9,Eu,https://doi.org/10.1016/j.jpcs.2013.07.008,mp-561514, icsd-245570,1,616.0
1420,NaSr0.97B5O9Eu0.03,NaSr0.97B5O9,Eu,https://doi.org/10.1016/j.jpcs.2013.07.008,mp-561514, icsd-245570,6,616.0
1421,NaSr0.95B5O9Eu0.05,NaSr0.95B5O9,Eu,https://doi.org/10.1016/j.jpcs.2013.07.008,mp-561514, icsd-245570,7,616.0
1422,NaSr0.93B5O9Eu0.07,NaSr0.93B5O9,Eu,https://doi.org/10.1016/j.jpcs.2013.07.008,mp-561514, icsd-245570,3,616.0
1423,NaSr0.91B5O9Eu0.09,NaSr0.91B5O9,Eu,https://doi.org/10.1016/j.jpcs.2013.07.008,mp-561514, icsd-245570,7,616.0
1424,Na0.09Sr0.82B2O4Eu0.09,Na0.09Sr0.82B2O4,Eu,https://doi.org/10.1016/j.saa.2011.11.043,"mp-9749,mp-8878", icsd-203226 icsd-69102,7,611.0
1425,Sr0.94B2O4Eu0.06,Sr0.94B2O4,Eu,https://doi.org/10.1016/j.saa.2011.11.043,"mp-9749,mp-8878", icsd-203226 icsd-69102,8,611.0
1426,Ca3YGa3B4O15Ce0.01,Ca3YGa3B4O15,Ce,https://doi.org/10.1021/jp107856d,mp-695475,,7,409.0
1427,Ca3YGa3B4O15Mn0.03,Ca3YGa3B4O15,Mn,https://doi.org/10.1021/jp107856d,mp-695475,,3,589.0
1428,Ca3YGa3B4O15Tb0.07,Ca3YGa3B4O15,Tb,https://doi.org/10.1021/jp107856d,mp-695475,,7,544.0
1429,KCaYP2O8Eu0.01,KCaYP2O8,Eu,https://doi.org/10.1021/ic3007102,,,3,469.0
1430,Ca9Y0.85P7O28Ce0.15,Ca9Y0.85P7O28,Ce,https://doi.org/10.1021/am100043q,,,3,366.0
1431,Ca8.91YP7O28Eu0.01,Ca8.91YP7O28,Eu,https://doi.org/10.1021/am900668r,,,8,486.0
1432,Ba2Tb0.995B2O6ClEu0.005,Ba2Tb0.995B2O6Cl,Eu,https://doi.org/10.1021/ic300401z,,,8,594.0
1433,Ba2Tb0.99B2O6ClEu0.01,Ba2Tb0.99B2O6Cl,Eu,https://doi.org/10.1021/ic300401z,,,3,594.0
1434,Ba2Tb0.98B2O6ClEu0.02,Ba2Tb0.98B2O6Cl,Eu,https://doi.org/10.1021/ic300401z,,,10,594.0
1435,Ba2Tb0.97B2O6ClEu0.03,Ba2Tb0.97B2O6Cl,Eu,https://doi.org/10.1021/ic300401z,,,1,594.0
1436,NaCaLaV2O8Eu0.45,NaCaLaV2O8,Eu,https://doi.org/10.1111/jace.12152,"mp-532028,mp-505741,mp-1182001", icsd-412273,2,613.0
1437,NaSrLaV2O8Eu0.45,NaSrLaV2O8,Eu,https://doi.org/10.1111/jace.12152,mp-19386, icsd-73258 icsd-167701,5,613.0
1438,NaBaLaV2O8Eu0.45,NaBaLaV2O8,Eu,https://doi.org/10.1111/jace.12152,mp-19365, icsd-78169 icsd-14237 icsd-167695,10,613.0
1439,NaCaLaV2O8Eu0.05,NaCaLaV2O8,Eu,https://doi.org/10.1111/jace.12152,"mp-532028,mp-505741,mp-1182001", icsd-412273,10,613.0
1440,LaV2O8Eu0.05,LaV2O8,Eu,https://doi.org/10.1111/jace.12152,,,8,613.0
1441,LiScP2O7Cr0.01,LiScP2O7,Cr,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,4,880.0
1442,LiScP2O7Cr0.03,LiScP2O7,Cr,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,3,880.0
1443,LiScP2O7Cr0.05,LiScP2O7,Cr,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,10,880.0
1444,LiScP2O7Cr0.06,LiScP2O7,Cr,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,6,880.0
1445,LiScP2O7Cr0.07,LiScP2O7,Cr,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,10,880.0
1446,LiScP2O7Cr0.09,LiScP2O7,Cr,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,6,880.0
1447,La2Mg0.99Zr0.99O6Cr0.02,La2Mg0.99Zr0.99O6,Cr,https://doi.org/10.1021/acs.chemmater.9b01587,mp-1223208,,4,825.0
1448,Ga1.97O3Cr0.03,Ga1.97O3,Cr,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,5,710.0
1449,Ga1.67In0.3O3Cr0.03,Ga1.67In0.3O3,Cr,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,4,790.0
1450,Ga1.57In0.4O3Cr0.03,Ga1.57In0.4O3,Cr,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,8,805.0
1451,LiScGeO4Cr0.005,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,6,1120.0
1452,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,5,1120.0
1453,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,6,1120.0
1454,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,1,1120.0
1455,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,5,1120.0
1456,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,2,1120.0
1457,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,3,1120.0
1458,LiScGeO4Cr0.01,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,9,1120.0
1459,LiScGeO4Cr0.02,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,6,1120.0
1460,LiScGeO4Cr0.03,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,7,1120.0
1461,LiScGeO4Cr0.05,LiScGeO4,Cr,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,3,1120.0
1462,K2NaSc0.9F6Cr0.1,K2NaSc0.9F6,Cr,https://doi.org/10.1002/lpor.202000410,mp-6058, icsd-22112 icsd-65730,5,765.0
1463,Gd2MgTiO6Cr0.001,Gd2MgTiO6,Cr,https://doi.org/10.1111/jace.18011,,,5,737.0
1464,Ca4P2O9Ce0.02,Ca4P2O9,Ce,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,8,460.0
1465,Ca4P2O9Eu0.012,Ca4P2O9,Eu,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,4,650.0
1466,Ca1.97PO4ClCe0.03,Ca1.97PO4Cl,Ce,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,3,367.0
1467,Sr3Al2O5Cl2Ce0.01,Sr3Al2O5Cl2,Ce,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,4,444.0
1468,Sr3Al2O5Cl2Eu0.04,Sr3Al2O5Cl2,Eu,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,4,609.0
1469,La2.9NbO7Sm0.1,La2.9NbO7,Sm,https://doi.org/10.1111/jace.17805,"mp-560349,mp-12287", icsd-79481 icsd-190728 icsd-10058,7,648.0
1470,La2.9NbO7Sm0.1,La2.9NbO7,Sm,https://doi.org/10.1111/jace.17805,"mp-560349,mp-12287", icsd-79481 icsd-190728 icsd-10058,9,648.0
1471,LaMgGa10.995O19Cr0.005,LaMgGa10.995O19,Cr,https://doi.org/10.1039/D0QI00063A,,,3,712.0
1472,LaMgGa10.99O19Cr0.01,LaMgGa10.99O19,Cr,https://doi.org/10.1039/D0QI00063A,,,3,712.0
1473,LaMgGa10.98O19Cr0.02,LaMgGa10.98O19,Cr,https://doi.org/10.1039/D0QI00063A,,,7,712.0
1474,LaMgGa10.95O19Cr0.05,LaMgGa10.95O19,Cr,https://doi.org/10.1039/D0QI00063A,,,8,712.0
1475,LaMgGa10.9O19Cr0.1,LaMgGa10.9O19,Cr,https://doi.org/10.1039/D0QI00063A,,,6,712.0
1476,LaMgGa10.8O19Cr0.2,LaMgGa10.8O19,Cr,https://doi.org/10.1039/D0QI00063A,,,1,770.0
1477,Sc0.99BO3Cr0.01,Sc0.99BO3,Cr,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,4,800.0
1478,Sc0.98BO3Cr0.02,Sc0.98BO3,Cr,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,10,800.0
1479,Sc0.97BO3Cr0.03,Sc0.97BO3,Cr,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,10,800.0
1480,Sc0.95BO3Cr0.05,Sc0.95BO3,Cr,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,2,800.0
1481,Sc0.92BO3Cr0.08,Sc0.92BO3,Cr,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,7,800.0
1482,Ca2YSb0.999O6Mn0.001,Ca2YSb0.999O6,Mn,https://doi.org/10.1039/C8DT00992A,,,10,680.0
1483,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn,https://doi.org/10.1039/C8DT00992A,,,7,680.0
1484,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn,https://doi.org/10.1039/C8DT00992A,,,10,680.0
1485,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn,https://doi.org/10.1039/C8DT00992A,,,10,680.0
1486,Ca2YSb0.995O6Mn0.005,Ca2YSb0.995O6,Mn,https://doi.org/10.1039/C8DT00992A,,,6,680.0
1487,Ca2YSb0.99O6Mn0.01,Ca2YSb0.99O6,Mn,https://doi.org/10.1039/C8DT00992A,,,4,680.0
1488,Ca2YSb0.985O6Mn0.015,Ca2YSb0.985O6,Mn,https://doi.org/10.1039/C8DT00992A,,,6,680.0
1489,Ca2YSb0.98O6Mn0.02,Ca2YSb0.98O6,Mn,https://doi.org/10.1039/C8DT00992A,,,2,680.0
1490,Ca2YSb0.997O6Li0.003Mn0.003,Ca2YSb0.997O6Li0.003,Mn,https://doi.org/10.1039/C8DT00992A,,,3,680.0
1491,Ca2YSb0.997O6Mg0.003Mn0.003,Ca2YSb0.997O6Mg0.003,Mn,https://doi.org/10.1039/C8DT00992A,,,2,680.0
1492,Ca2YSb0.997O6Na0.003Mn0.003,Ca2YSb0.997O6Na0.003,Mn,https://doi.org/10.1039/C8DT00992A,,,8,680.0
1493,Ca2YSb0.997O6K0.003Mn0.003,Ca2YSb0.997O6K0.003,Mn,https://doi.org/10.1039/C8DT00992A,,,7,680.0
1494,Y1.98SiO5Ce0.01,Y1.98SiO5,Ce,https://doi.org/10.1021/jp412702g,"mp-3520,mp-554420", icsd-291362 icsd-28021 icsd-27003 icsd-291358 icsd-51591 icsd-153076,1,423.0
1495,MgY4Si3O13Eu0.03,MgY4Si3O13,Eu,https://doi.org/10.1016/j.ceramint.2017.09.005,,,10,395.0
1496,MgY4Si3O13Tb0.1,MgY4Si3O13,Tb,https://doi.org/10.1016/j.ceramint.2017.09.005,,,10,544.0
1497,MgY4Si3O13Ce0.01,MgY4Si3O13,Ce,https://doi.org/10.1016/j.ceramint.2017.09.005,,,9,616.0
1498,Ba0.95TiO3Eu0.05,Ba0.95TiO3,Eu,https://doi.org/10.1016/j.ceramint.2017.07.069,"mp-5020,mp-5777,mp-5986,mp-558125,mp-5933,mp-2998,mp-644497,mp-1076932,mp-995191,mp-19990,mp-504715", icsd-186463 icsd-73628 icsd-73634 icsd-73629 icsd-186461 icsd-73636 icsd-73633 icsd-73631 icsd-73635 icsd-100464 icsd-100463 icsd-186462 icsd-6102 icsd-73632 icsd-73630 icsd-31155 icsd-237109 icsd-73641 icsd-237106 icsd-73639 icsd-73640 icsd-73638 icsd-73637 icsd-186460 icsd-161340 icsd-161418 icsd-237107 icsd-30617 icsd-23758 icsd-245946 icsd-237105 icsd-185407 icsd-154345 icsd-73645 icsd-183932 icsd-186457 icsd-100801 icsd-189381 icsd-188644 icsd-100803 icsd-157806 icsd-73644 icsd-154343 icsd-164388 icsd-245944 icsd-186458 icsd-73646 icsd-100799 icsd-73643 icsd-237108 icsd-168763 icsd-100800 icsd-73642 icsd-15453 icsd-99737 icsd-100802 icsd-192889 icsd-245945 icsd-34637 icsd-130020 icsd-23759 icsd-67520 icsd-164385 icsd-31153 icsd-190835 icsd-186459 icsd-290023 icsd-95436 icsd-164387 icsd-248395 icsd-252558 icsd-55221 icsd-75240 icsd-164386 icsd-34619 icsd-186528 icsd-28851 icsd-27971 icsd-56093 icsd-187292 icsd-290019 icsd-187291 icsd-28854 icsd-29280 icsd-29146 icsd-28849 icsd-190924 icsd-99736 icsd-31890 icsd-27970 icsd-27975 icsd-27965 icsd-31885 icsd-27974 icsd-31884 icsd-31886 icsd-31889 icsd-27968 icsd-29147 icsd-31888 icsd-29148 icsd-28853 icsd-28848 icsd-28850 icsd-166225 icsd-95437 icsd-186437 icsd-28620 icsd-27966 icsd-43125 icsd-67519 icsd-27969 icsd-185374 icsd-154344 icsd-100804 icsd-252562 icsd-27967 icsd-31887 icsd-27977 icsd-27973 icsd-27976 icsd-67518 icsd-27972 icsd-28852 icsd-154346 icsd-161341 icsd-161419 icsd-161341 icsd-109327,9,615.0
1499,Ba0.94TiO3K0.01Eu0.05,Ba0.94TiO3K0.01,Eu,https://doi.org/10.1016/j.ceramint.2017.07.069,"mp-5020,mp-5777,mp-5986,mp-558125,mp-5933,mp-2998,mp-644497,mp-1076932,mp-995191,mp-19990,mp-504715", icsd-186463 icsd-73628 icsd-73634 icsd-73629 icsd-186461 icsd-73636 icsd-73633 icsd-73631 icsd-73635 icsd-100464 icsd-100463 icsd-186462 icsd-6102 icsd-73632 icsd-73630 icsd-31155 icsd-237109 icsd-73641 icsd-237106 icsd-73639 icsd-73640 icsd-73638 icsd-73637 icsd-186460 icsd-161340 icsd-161418 icsd-237107 icsd-30617 icsd-23758 icsd-245946 icsd-237105 icsd-185407 icsd-154345 icsd-73645 icsd-183932 icsd-186457 icsd-100801 icsd-189381 icsd-188644 icsd-100803 icsd-157806 icsd-73644 icsd-154343 icsd-164388 icsd-245944 icsd-186458 icsd-73646 icsd-100799 icsd-73643 icsd-237108 icsd-168763 icsd-100800 icsd-73642 icsd-15453 icsd-99737 icsd-100802 icsd-192889 icsd-245945 icsd-34637 icsd-130020 icsd-23759 icsd-67520 icsd-164385 icsd-31153 icsd-190835 icsd-186459 icsd-290023 icsd-95436 icsd-164387 icsd-248395 icsd-252558 icsd-55221 icsd-75240 icsd-164386 icsd-34619 icsd-186528 icsd-28851 icsd-27971 icsd-56093 icsd-187292 icsd-290019 icsd-187291 icsd-28854 icsd-29280 icsd-29146 icsd-28849 icsd-190924 icsd-99736 icsd-31890 icsd-27970 icsd-27975 icsd-27965 icsd-31885 icsd-27974 icsd-31884 icsd-31886 icsd-31889 icsd-27968 icsd-29147 icsd-31888 icsd-29148 icsd-28853 icsd-28848 icsd-28850 icsd-166225 icsd-95437 icsd-186437 icsd-28620 icsd-27966 icsd-43125 icsd-67519 icsd-27969 icsd-185374 icsd-154344 icsd-100804 icsd-252562 icsd-27967 icsd-31887 icsd-27977 icsd-27973 icsd-27976 icsd-67518 icsd-27972 icsd-28852 icsd-154346 icsd-161341 icsd-161419 icsd-161341 icsd-109327,1,615.0
1500,Ba0.93TiO3K0.02Eu0.05,Ba0.93TiO3K0.02,Eu,https://doi.org/10.1016/j.ceramint.2017.07.069,"mp-5020,mp-5777,mp-5986,mp-558125,mp-5933,mp-2998,mp-644497,mp-1076932,mp-995191,mp-19990,mp-504715", icsd-186463 icsd-73628 icsd-73634 icsd-73629 icsd-186461 icsd-73636 icsd-73633 icsd-73631 icsd-73635 icsd-100464 icsd-100463 icsd-186462 icsd-6102 icsd-73632 icsd-73630 icsd-31155 icsd-237109 icsd-73641 icsd-237106 icsd-73639 icsd-73640 icsd-73638 icsd-73637 icsd-186460 icsd-161340 icsd-161418 icsd-237107 icsd-30617 icsd-23758 icsd-245946 icsd-237105 icsd-185407 icsd-154345 icsd-73645 icsd-183932 icsd-186457 icsd-100801 icsd-189381 icsd-188644 icsd-100803 icsd-157806 icsd-73644 icsd-154343 icsd-164388 icsd-245944 icsd-186458 icsd-73646 icsd-100799 icsd-73643 icsd-237108 icsd-168763 icsd-100800 icsd-73642 icsd-15453 icsd-99737 icsd-100802 icsd-192889 icsd-245945 icsd-34637 icsd-130020 icsd-23759 icsd-67520 icsd-164385 icsd-31153 icsd-190835 icsd-186459 icsd-290023 icsd-95436 icsd-164387 icsd-248395 icsd-252558 icsd-55221 icsd-75240 icsd-164386 icsd-34619 icsd-186528 icsd-28851 icsd-27971 icsd-56093 icsd-187292 icsd-290019 icsd-187291 icsd-28854 icsd-29280 icsd-29146 icsd-28849 icsd-190924 icsd-99736 icsd-31890 icsd-27970 icsd-27975 icsd-27965 icsd-31885 icsd-27974 icsd-31884 icsd-31886 icsd-31889 icsd-27968 icsd-29147 icsd-31888 icsd-29148 icsd-28853 icsd-28848 icsd-28850 icsd-166225 icsd-95437 icsd-186437 icsd-28620 icsd-27966 icsd-43125 icsd-67519 icsd-27969 icsd-185374 icsd-154344 icsd-100804 icsd-252562 icsd-27967 icsd-31887 icsd-27977 icsd-27973 icsd-27976 icsd-67518 icsd-27972 icsd-28852 icsd-154346 icsd-161341 icsd-161419 icsd-161341 icsd-109327,10,615.0
