Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,Temp. (K),Emission max. (nm),Excitation source ,Reference,MP-ID,ICSD-ID,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,electronegativity_diff_ratio,radius_mismatch,electron_density,mass_to_charge,ionic_radius_emission_center,EN_ligand_avg,ionic_radius_substituted,avg_ionic_radius_host,avg_EN_host,avg_atomic_number_host,avg_group_host,avg_s_electrons,avg_p_electrons,avg_d_electrons,avg_f_electrons
Ba0.82Sr0.1YSi2Al2O2N5Eu0.08,Ba0.82Sr0.1YSi2Al2O2N5,Eu,2,0.08,298,528,365,https://doi.org/10.1039/C0JM03573D,,,0.386996904,0.007739938,0.379256966,175,56,7,49,398.9259886,137.327,14.0067,123.3203,9.55,2.15,0.6,1.55,13.05,3.44,0.89,2.55,15,4,1,3,59.41342605,14.53413,5.2116646,9.3224654,0.195402299,0.162303665,1.570680627,2.279577078,1.31,3.24,1.32,0.812213622,2.410588235,14.99380805,12.83591331,5.637770898,7.157894737,2.198142415,0
Ba0.72Sr0.2YSi2Al2O2N5Eu0.08,Ba0.72Sr0.2YSi2Al2O2N5,Eu,2,0.08,298,533,365,https://doi.org/10.1039/C0JM03573D,,,0.386996904,0.015479876,0.371517028,175,56,7,49,398.9259886,137.327,14.0067,123.3203,9.55,2.15,0.6,1.55,13.05,3.44,0.89,2.55,15,4,1,3,59.41342605,14.53413,5.2116646,9.3224654,0.195402299,0.162303665,1.570680627,2.279577078,1.31,3.24,1.32,0.810897833,2.411052632,14.85448916,12.83591331,5.622291022,7.111455108,2.120743034,0
Ba0.52Sr0.4YSi2Al2O2N5Eu0.08,Ba0.52Sr0.4YSi2Al2O2N5,Eu,2,0.08,298,545,365,https://doi.org/10.1039/C0JM03573D,,,0.386996904,0.030959752,0.356037152,175,56,7,49,398.9259886,137.327,14.0067,123.3203,9.55,2.15,0.6,1.55,13.05,3.44,0.89,2.55,15,4,1,3,59.41342605,14.53413,5.2116646,9.3224654,0.195402299,0.162303665,1.570680627,2.279577078,1.31,3.24,1.32,0.808266254,2.411981424,14.57585139,12.83591331,5.591331269,7.018575851,1.965944272,0
Ba0.32Sr0.6YSi2Al2O2N5Eu0.08,Ba0.32Sr0.6YSi2Al2O2N5,Eu,2,0.08,298,550,365,https://doi.org/10.1039/C0JM03573D,,,0.386996904,0.024767802,0.362229102,175,56,7,49,398.9259886,137.327,14.0067,123.3203,9.55,2.15,0.6,1.55,13.05,3.44,0.89,2.55,15,4,1,3,59.41342605,14.53413,5.2116646,9.3224654,0.195402299,0.162303665,1.570680627,2.279577078,1.31,3.24,1.32,0.805634675,2.412910217,14.29721362,12.83591331,5.560371517,6.925696594,1.811145511,0
Ba0.12Sr0.8YSi2Al2O2N5Eu0.08,Ba0.12Sr0.8YSi2Al2O2N5,Eu,2,0.08,298,565,365,https://doi.org/10.1039/C0JM03573D,,,0.386996904,0.009287926,0.377708978,175,56,7,49,398.9259886,137.327,14.0067,123.3203,9.55,2.15,0.6,1.55,13.05,3.44,0.89,2.55,15,4,1,3,59.41342605,14.53413,5.2116646,9.3224654,0.195402299,0.162303665,1.570680627,2.279577078,1.31,3.24,1.32,0.803003096,2.413839009,14.01857585,12.83591331,5.529411765,6.832817337,1.656346749,0
Ba0.98La2Si2S8Eu0.02,Ba0.98La2Si2S8,Eu,2,0.02,298,645,405,https://doi.org/10.1021/am505613s,,,0.61633282,0.07550077,0.540832049,143,57,14,43,336.38297,138.90547,28.0855,110.81997,6.2,2.15,1,1.15,6.47,2.58,0.89,1.69,9,4,1,3,29.3002546,10.36001,5.2116646,5.1483454,0.261205564,0.185483871,1.451612901,2.352328461,1.31,2.58,1.172,0.918659476,2.119583975,25.02927581,12.63174114,7.377503852,12.90600924,4.745762712,0
Ca0.975Sr0.975SiO4Eu0.05,Ca0.975Sr0.975SiO4,Eu,2,0.05,298,509,385,https://doi.org/10.1016/j.ceramint.2014.12.131,mp-554006, icsd-20544,0.575539568,0.14028777,0.435251799,80,38,8,30,171.7829,87.62,15.9994,71.6206,5.5,2,0.6,1.4,7.29,3.44,0.95,2.49,10,4,2,2,33.57775792,13.618055,5.69486745,7.92318755,0.341563786,0.254545454,1.818181815,2.14728625,1.31,3.44,1.32,1.147985612,2.526798561,14.75539568,11.78417266,5.690647482,7.661870504,1.402877698,0
Sr7.92MgYP7O28Eu0.01,Sr7.92MgYP7O28,Eu,2,0.01,298,610,400,https://doi.org/10.1021/ic200515w,,,0.623330365,0.022261799,0.601068566,112,39,8,31,247.804012,88.90585,15.9994,72.90645,6.9,2,0.6,1.4,9.11,3.44,0.95,2.49,12,4,1,3,43.66310445,13.618055,5.69486745,7.92318755,0.273326015,0.20289855,1.739130432,2.212535821,1.31,2.815,1.32,1.146135352,2.709349955,15.15939448,12.7747106,5.547640249,7.603739982,2.008014248,0
Sr7.76MgLaP7O28Eu0.03,Sr7.76MgLaP7O28,Eu,2,0.03,298,611,400,https://doi.org/10.1021/ic200515w,,,0.625558534,0.022341376,0.603217158,130,57,8,49,297.803632,138.90547,15.9994,122.90607,7.05,2,0.6,1.4,8.99,3.44,0.95,2.49,12,4,1,3,43.02274445,13.618055,5.5769,8.041155,0.276974416,0.19858156,1.702127657,2.290797169,1.31,2.815,1.32,1.148462913,2.712957998,15.47989276,12.81322609,5.576407507,7.700625559,2.202859696,0
Ca0.94Al2Si2O8Eu0.01,Ca0.94Al2Si2O8,Eu,2,0.01,298,425,354,https://doi.org/10.1021/cm050638f,"mp-6532,mp-758658,mp-1227479", icsd-252652 icsd-252654 icsd-252649 icsd-654 icsd-31127 icsd-86319 icsd-34942 icsd-252657 icsd-252653 icsd-252650 icsd-86317 icsd-252655 icsd-252656 icsd-23922 icsd-22023 icsd-252648 icsd-22022 icsd-86318 icsd-252651 icsd-202712,0.618238022,0.072642968,0.545595054,55,20,8,12,111.1444386,40.078,15.9994,24.0786,4.75,1.8,0.6,1.2,7.95,3.44,1,2.44,9,4,1,3,33.86865947,13.618055,5.985769,7.632286,0.306918239,0.252631578,1.894736838,2.020807974,1.31,3.44,1.14,1.049582689,2.741885626,10.57187017,14.21020093,4.908809892,5.663060278,0,0
Sr0.99Zn2P2O8Eu0.01,Sr0.99Zn2P2O8,Eu,2,0.01,298,416,365,https://doi.org/10.1063/1.2182026,mp-8810, icsd-68881,0.615858353,0.076212471,0.539645881,91,38,8,30,200.002162,87.62,15.9994,71.6206,4.95,2,0.6,1.4,8.23,3.44,0.95,2.49,19,10,2,8,39.19380545,13.618055,5.69486745,7.92318755,0.30255164,0.282828282,3.838383831,2.197825956,1.31,2.815,1.32,1.096751347,2.782178599,14.75134719,14.16320246,5.381062356,7.068514242,2.301770593,0
SrZn1.96P2O8Mn0.04,SrZn1.96P2O8,Mn,2,0.04,298,538,416,https://doi.org/10.1063/1.2182026,mp-8810, icsd-68881,0.617283951,0.077160494,0.540123457,91,38,8,30,200.002162,87.62,15.9994,71.6206,4.95,2,0.6,1.4,8.23,3.44,0.95,2.49,19,10,2,8,39.19380545,13.618055,5.69486745,7.92318755,0.30255164,0.282828282,3.838383831,2.197825956,0.97,2.815,0.88,1.097592593,2.784259259,14.72222222,14.16049383,5.37654321,7.061728395,2.283950617,0
Ca1.992MgSi2O7Eu0.004,Ca1.992MgSi2O7,Eu,2,0.004,298,528,381,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,0.583722482,0.083388926,0.500333556,54,20,8,12,108.4679,40.078,15.9994,24.0786,5,1.8,0.6,1.2,7.65,3.44,1,2.44,10,4,2,2,35.52912647,13.618055,6.11315547,7.50489953,0.318954248,0.24,1.999999996,2.008664814,1.31,3.44,1.14,1.086631087,2.600233489,11.3275517,12.17344897,5.164776518,6.162775183,0,0
Ca2Mg0.75Si2O7Mn0.25,Ca2Mg0.75Si2O7,Mn,2,0.25,298,602,408,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,0.595744681,0.063829787,0.531914894,54,20,8,12,108.4679,40.078,15.9994,24.0786,5,1.8,0.6,1.2,7.65,3.44,1,2.44,10,4,2,2,35.52912647,13.618055,6.11315547,7.50489953,0.318954248,0.24,1.999999996,2.008664814,0.97,3.44,0.86,1.091489362,2.626595745,11.31914894,12.38297872,5.14893617,6.170212766,0,0
Ca9.9KP7O28Eu0.01,Ca9.9KP7O28,Eu,2,0.01,298,460,347,https://doi.org/10.1149/1.3121531,mp-6813, icsd-91525,0.610021786,0.021786492,0.588235294,62,20,8,12,126.149462,40.078,15.9994,24.0786,5.6,2.2,0.6,1.6,7.45,3.44,0.82,2.62,10,4,1,3,34.5585602,13.618055,4.34066373,9.27739127,0.351677852,0.285714285,1.785714283,2.034668742,1.31,2.815,1.14,1.131503268,2.666013072,11.89542484,12.50108932,5.233115468,6.662309368,0,0
Sr3B2O6Ce0.01,Sr3B2O6,Ce,3,0.01,298,434,351,https://doi.org/10.1063/1.2772195,mp-16432, icsd-93395,0.545454545,0.181818182,0.363636364,51,38,5,33,114.4304,87.62,10.811,76.809,3.45,2,0.6,1.4,6.43,3.44,0.95,2.49,7,4,1,3,27.61094145,13.618055,5.69486745,7.92318755,0.387247278,0.4057971,2.028985501,2.243733333,1.15,3.44,1.32,1.121818182,2.506363636,15.63636364,11.63636364,5.636363636,7.272727273,2.727272727,0
Sr3B2O6Eu0.01,Sr3B2O6,Eu,2,0.01,298,574,377,https://doi.org/10.1063/1.2772195,mp-16432, icsd-93395,0.545454545,0.181818182,0.363636364,51,38,5,33,114.4304,87.62,10.811,76.809,3.45,2,0.6,1.4,6.43,3.44,0.95,2.49,7,4,1,3,27.61094145,13.618055,5.69486745,7.92318755,0.387247278,0.4057971,2.028985501,2.243733333,1.31,3.44,1.32,1.121818182,2.506363636,15.63636364,11.63636364,5.636363636,7.272727273,2.727272727,0
LiBa0.99PO4Eu0.01,LiBa0.99PO4,Eu,2,0.01,298,470,350,https://doi.org/10.1063/1.3673331,,,0.572246066,0.141630901,0.430615165,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.31,2.815,1.49,1.139499285,2.548082976,15.08440629,11.72818312,5.276108727,6.975679542,2.832618026,0
LiBa0.97PO4Eu0.03,LiBa0.97PO4,Eu,2,0.03,298,470,350,https://doi.org/10.1063/1.3673331,,,0.573888092,0.139167862,0.43472023,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.31,2.815,1.49,1.138493544,2.552840746,14.96700143,11.75609756,5.256814921,6.926829268,2.783357245,0
LiBa0.95PO4Eu0.05,LiBa0.95PO4,Eu,2,0.05,298,470,350,https://doi.org/10.1063/1.3673331,,,0.575539568,0.136690647,0.438848921,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.31,2.815,1.49,1.137482014,2.557625899,14.84892086,11.78417266,5.237410072,6.877697842,2.73381295,0
LiBa0.93PO4Eu0.07,LiBa0.93PO4,Eu,2,0.07,298,470,350,https://doi.org/10.1063/1.3673331,,,0.577200577,0.134199134,0.443001443,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.31,2.815,1.49,1.136464646,2.562438672,14.73015873,11.81240981,5.217893218,6.828282828,2.683982684,0
LiBa0.91PO4Eu0.09,LiBa0.91PO4,Eu,2,0.09,298,470,350,https://doi.org/10.1063/1.3673331,,,0.578871201,0.131693198,0.447178003,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.31,2.815,1.49,1.135441389,2.567279305,14.61070912,11.84081042,5.198263386,6.778581766,2.633863965,0
LiBa0.9PO5Tb0.1,LiBa0.9PO5,Tb,3,0.1,298,545,378,https://doi.org/10.1063/1.3673331,,,0.632911392,0.113924051,0.518987342,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.063,2.815,0.9,1.150759494,2.679873418,13.72151899,12.37974684,5.037974684,6.405063291,2.278481013,0
LiBa0.8PO5Tb0.2,LiBa0.8PO5,Tb,3,0.2,298,545,378,https://doi.org/10.1063/1.3673331,,,0.641025641,0.102564103,0.538461538,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.063,2.815,0.9,1.146410256,2.702820513,13.17948718,12.51282051,4.948717949,6.179487179,2.051282051,0
LiBa0.7PO5Tb0.3,LiBa0.7PO5,Tb,3,0.3,298,545,378,https://doi.org/10.1063/1.3673331,,,0.649350649,0.090909091,0.558441558,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.063,2.815,0.9,1.141948052,2.726363636,12.62337662,12.64935065,4.857142857,5.948051948,1.818181818,0
LiBa0.6PO5Tb0.4,LiBa0.6PO5,Tb,3,0.4,298,545,378,https://doi.org/10.1063/1.3673331,,,0.657894737,0.078947368,0.578947368,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.063,2.815,0.9,1.137368421,2.750526316,12.05263158,12.78947368,4.763157895,5.710526316,1.578947368,0
LiBa0.5PO5Tb0.5,LiBa0.5PO5,Tb,3,0.5,298,545,378,https://doi.org/10.1063/1.3673331,,,0.666666667,0.066666667,0.6,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.063,2.815,0.9,1.132666667,2.775333333,11.46666667,12.93333333,4.666666667,5.466666667,1.333333333,0
LiBa0.98PO4Sm0.02,LiBa0.98PO4,Sm,3,0.02,298,599,402,https://doi.org/10.1063/1.3673331,,,0.573065903,0.140401146,0.432664756,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.098,2.815,0.9,1.138997135,2.550458453,15.02578797,11.74212034,5.266475645,6.951289398,2.808022923,0
LiBa0.96PO4Sm0.04,LiBa0.96PO4,Sm,3,0.04,298,599,402,https://doi.org/10.1063/1.3673331,,,0.574712644,0.137931034,0.436781609,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.098,2.815,0.9,1.137988506,2.555229885,14.90804598,11.77011494,5.247126437,6.902298851,2.75862069,0
LiBa0.94PO4Sm0.06,LiBa0.94PO4,Sm,3,0.06,298,599,402,https://doi.org/10.1063/1.3673331,,,0.576368876,0.135446686,0.44092219,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.098,2.815,0.9,1.136974063,2.560028818,14.78962536,11.79827089,5.227665706,6.853025937,2.708933718,0
LiBa0.91PO4Sm0.09,LiBa0.91PO4,Sm,3,0.09,298,599,402,https://doi.org/10.1063/1.3673331,,,0.578871201,0.131693198,0.447178003,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.098,2.815,0.9,1.135441389,2.567279305,14.61070912,11.84081042,5.198263386,6.778581766,2.633863965,0
LiBa0.88PO4Sm0.12,LiBa0.88PO4,Sm,3,0.12,298,599,402,https://doi.org/10.1063/1.3673331,,,0.581395349,0.127906977,0.453488372,82,56,3,53,191.241162,137.327,6.941,130.386,5.2,2.15,0.6,1.55,7.5,3.44,0.89,2.55,10,4,1,3,34.7081206,13.618055,5.2116646,8.4063904,0.34,0.298076923,1.923076919,2.332209292,1.098,2.815,0.9,1.133895349,2.574593023,14.43023256,11.88372093,5.168604651,6.703488372,2.558139535,0
Ca2Y0.995TaO6Eu0.005,Ca2Y0.995TaO6,Eu,3,0.005,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.60030015,0.099549775,0.500750375,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.170065033,2.536658329,19.99049525,10.80390195,6.19809905,8.995497749,3.396198099,1.40070035
Ca2Y0.99TaO6Eu0.01,Ca2Y0.99TaO6,Eu,3,0.01,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.600600601,0.099099099,0.501501502,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.17013013,2.537317317,19.98098098,10.80780781,6.196196196,8.990990991,3.392392392,1.401401401
Ca2Y0.98TaO6Eu0.02,Ca2Y0.98TaO6,Eu,3,0.02,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.601202405,0.098196393,0.503006012,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.170260521,2.538637275,19.96192385,10.81563126,6.19238477,8.981963928,3.384769539,1.402805611
Ca2Y0.95TaO6Eu0.05,Ca2Y0.95TaO6,Eu,3,0.05,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.603015075,0.095477387,0.507537688,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.170653266,2.542613065,19.90452261,10.83919598,6.180904523,8.954773869,3.361809045,1.407035176
Ca2Y0.9TaO6Eu0.1,Ca2Y0.9TaO6,Eu,3,0.1,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.606060606,0.090909091,0.515151515,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.171313131,2.549292929,19.80808081,10.87878788,6.161616162,8.909090909,3.323232323,1.414141414
Ca2Y0.8TaO6Eu0.2,Ca2Y0.8TaO6,Eu,3,0.2,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.612244898,0.081632653,0.530612245,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.172653061,2.562857143,19.6122449,10.95918367,6.12244898,8.816326531,3.244897959,1.428571429
Ca2Y0.7TaO6Eu0.3,Ca2Y0.7TaO6,Eu,3,0.3,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.618556701,0.072164948,0.546391753,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.174020619,2.576701031,19.41237113,11.04123711,6.082474227,8.721649485,3.164948454,1.443298969
Ca2Y0.6TaO6Eu0.4,Ca2Y0.6TaO6,Eu,3,0.4,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.625,0.0625,0.5625,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.175416667,2.590833333,19.20833333,11.125,6.041666667,8.625,3.083333333,1.458333333
Ca2Y0.5TaO6Eu0.5,Ca2Y0.5TaO6,Eu,3,0.5,298,612,395,https://doi.org/10.1016/j.jre.2020.07.006,,,0.631578947,0.052631579,0.578947368,140,73,8,65,325.93113,180.94788,15.9994,164.94848,5.65,1.8,0.6,1.2,7.16,3.44,1,2.44,10,4,1,3,33.49804147,13.618055,6.11315547,7.50489953,0.340782122,0.21238938,1.769911501,2.3280795,1.087,3.44,1.04,1.176842105,2.605263158,19,11.21052632,6,8.526315789,3,1.473684211
Ca2In0.95SbO6Eu0.05,Ca2In0.95SbO6,Eu,3,0.05,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.603015075,0.095477387,0.507537688,128,51,8,43,292.6554,121.76,15.9994,105.7606,5.4,1.8,0.6,1.2,8.27,3.44,1,2.44,10,4,1,3,34.12595517,13.618055,5.7863557,7.8316993,0.295042321,0.222222222,1.851851848,2.286370312,1.087,3.44,1.14,1.162110553,2.651356784,18.64824121,12.79899497,5.979899497,8.748743719,3.91959799,0
Ca2In0.9SbO6Eu0.1,Ca2In0.9SbO6,Eu,3,0.1,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.606060606,0.090909091,0.515151515,128,51,8,43,292.6554,121.76,15.9994,105.7606,5.4,1.8,0.6,1.2,8.27,3.44,1,2.44,10,4,1,3,34.12595517,13.618055,5.7863557,7.8316993,0.295042321,0.222222222,1.851851848,2.286370312,1.087,3.44,1.14,1.163232323,2.655757576,18.49494949,12.7979798,5.95959596,8.696969697,3.838383838,0
Ca2In0.8SbO6Eu0.2,Ca2In0.8SbO6,Eu,3,0.2,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.612244898,0.081632653,0.530612245,128,51,8,43,292.6554,121.76,15.9994,105.7606,5.4,1.8,0.6,1.2,8.27,3.44,1,2.44,10,4,1,3,34.12595517,13.618055,5.7863557,7.8316993,0.295042321,0.222222222,1.851851848,2.286370312,1.087,3.44,1.14,1.165510204,2.664693878,18.18367347,12.79591837,5.918367347,8.591836735,3.673469388,0
Ca2In0.6SbO6Eu0.4,Ca2In0.6SbO6,Eu,3,0.4,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.625,0.0625,0.5625,128,51,8,43,292.6554,121.76,15.9994,105.7606,5.4,1.8,0.6,1.2,8.27,3.44,1,2.44,10,4,1,3,34.12595517,13.618055,5.7863557,7.8316993,0.295042321,0.222222222,1.851851848,2.286370312,1.087,3.44,1.14,1.170208333,2.683125,17.54166667,12.79166667,5.833333333,8.375,3.333333333,0
Ca2In0.4SbO6Eu0.6,Ca2In0.4SbO6,Eu,3,0.6,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.638297872,0.042553191,0.595744681,128,51,8,43,292.6554,121.76,15.9994,105.7606,5.4,1.8,0.6,1.2,8.27,3.44,1,2.44,10,4,1,3,34.12595517,13.618055,5.7863557,7.8316993,0.295042321,0.222222222,1.851851848,2.286370312,1.087,3.44,1.14,1.175106383,2.702340426,16.87234043,12.78723404,5.744680851,8.14893617,2.978723404,0
Ca2In0.2SbO6Eu0.8,Ca2In0.2SbO6,Eu,3,0.8,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.652173913,0.02173913,0.630434783,128,51,8,43,292.6554,121.76,15.9994,105.7606,5.4,1.8,0.6,1.2,8.27,3.44,1,2.44,10,4,1,3,34.12595517,13.618055,5.7863557,7.8316993,0.295042321,0.222222222,1.851851848,2.286370312,1.087,3.44,1.14,1.180217391,2.722391304,16.17391304,12.7826087,5.652173913,7.913043478,2.608695652,0
Ca2SbO6Eu1,Ca2SbO6,Eu,3,1,298,616,395,https://doi.org/10.1016/j.jallcom.2020.156249,,,0.666666667,0.111111111,0.555555556,79,51,8,43,177.8374,121.76,15.9994,105.7606,3.85,1.8,0.6,1.2,6.49,3.44,1,2.44,9,4,2,2,28.33959947,13.618055,6.11315547,7.50489953,0.375963019,0.311688311,2.337662332,2.251106329,1.087,3.44,1.14,1.185555556,2.743333333,15.44444444,12.77777778,5.555555556,7.666666667,2.222222222,0
Ba2La7.98Ge6O26Eu0.02,Ba2La7.98Ge6O26,Eu,3,0.02,298,611,395,https://doi.org/10.1016/j.jre.2020.10.019,,,0.619342544,0.047641734,0.57170081,153,57,8,49,364.87187,138.90547,15.9994,122.90607,5.95,2.15,0.6,1.55,7.44,3.44,0.89,2.55,9,4,1,3,32.3060546,13.618055,5.2116646,8.4063904,0.342741935,0.260504201,1.512605039,2.384783464,1.087,3.44,1.172,1.184196284,2.669318723,23.03144354,12.57598857,6.473558838,10.18389709,6.373987613,0
